Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement52,Long Statement,The length of the statement "BlockTypes.ELEMENT_52_TYPE=BlockTypeBuilder.builder(BlockElement52Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_52).build();" is 130.,4438
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement53,Long Statement,The length of the statement "BlockTypes.ELEMENT_53_TYPE=BlockTypeBuilder.builder(BlockElement53Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_53).build();" is 130.,4446
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement54,Long Statement,The length of the statement "BlockTypes.ELEMENT_54_TYPE=BlockTypeBuilder.builder(BlockElement54Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_54).build();" is 130.,4454
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement55,Long Statement,The length of the statement "BlockTypes.ELEMENT_55_TYPE=BlockTypeBuilder.builder(BlockElement55Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_55).build();" is 130.,4462
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement56,Long Statement,The length of the statement "BlockTypes.ELEMENT_56_TYPE=BlockTypeBuilder.builder(BlockElement56Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_56).build();" is 130.,4470
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement57,Long Statement,The length of the statement "BlockTypes.ELEMENT_57_TYPE=BlockTypeBuilder.builder(BlockElement57Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_57).build();" is 130.,4478
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement58,Long Statement,The length of the statement "BlockTypes.ELEMENT_58_TYPE=BlockTypeBuilder.builder(BlockElement58Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_58).build();" is 130.,4486
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement59,Long Statement,The length of the statement "BlockTypes.ELEMENT_59_TYPE=BlockTypeBuilder.builder(BlockElement59Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_59).build();" is 130.,4494
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement6,Long Statement,The length of the statement "BlockTypes.ELEMENT_6_TYPE=BlockTypeBuilder.builder(BlockElement6Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_6).build();" is 127.,4502
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement60,Long Statement,The length of the statement "BlockTypes.ELEMENT_60_TYPE=BlockTypeBuilder.builder(BlockElement60Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_60).build();" is 130.,4510
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement61,Long Statement,The length of the statement "BlockTypes.ELEMENT_61_TYPE=BlockTypeBuilder.builder(BlockElement61Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_61).build();" is 130.,4518
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement62,Long Statement,The length of the statement "BlockTypes.ELEMENT_62_TYPE=BlockTypeBuilder.builder(BlockElement62Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_62).build();" is 130.,4526
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement63,Long Statement,The length of the statement "BlockTypes.ELEMENT_63_TYPE=BlockTypeBuilder.builder(BlockElement63Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_63).build();" is 130.,4534
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement64,Long Statement,The length of the statement "BlockTypes.ELEMENT_64_TYPE=BlockTypeBuilder.builder(BlockElement64Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_64).build();" is 130.,4542
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement65,Long Statement,The length of the statement "BlockTypes.ELEMENT_65_TYPE=BlockTypeBuilder.builder(BlockElement65Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_65).build();" is 130.,4550
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement66,Long Statement,The length of the statement "BlockTypes.ELEMENT_66_TYPE=BlockTypeBuilder.builder(BlockElement66Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_66).build();" is 130.,4558
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement67,Long Statement,The length of the statement "BlockTypes.ELEMENT_67_TYPE=BlockTypeBuilder.builder(BlockElement67Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_67).build();" is 130.,4566
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement68,Long Statement,The length of the statement "BlockTypes.ELEMENT_68_TYPE=BlockTypeBuilder.builder(BlockElement68Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_68).build();" is 130.,4574
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement69,Long Statement,The length of the statement "BlockTypes.ELEMENT_69_TYPE=BlockTypeBuilder.builder(BlockElement69Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_69).build();" is 130.,4582
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement7,Long Statement,The length of the statement "BlockTypes.ELEMENT_7_TYPE=BlockTypeBuilder.builder(BlockElement7Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_7).build();" is 127.,4590
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement70,Long Statement,The length of the statement "BlockTypes.ELEMENT_70_TYPE=BlockTypeBuilder.builder(BlockElement70Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_70).build();" is 130.,4598
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement71,Long Statement,The length of the statement "BlockTypes.ELEMENT_71_TYPE=BlockTypeBuilder.builder(BlockElement71Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_71).build();" is 130.,4606
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement72,Long Statement,The length of the statement "BlockTypes.ELEMENT_72_TYPE=BlockTypeBuilder.builder(BlockElement72Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_72).build();" is 130.,4614
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement73,Long Statement,The length of the statement "BlockTypes.ELEMENT_73_TYPE=BlockTypeBuilder.builder(BlockElement73Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_73).build();" is 130.,4622
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement74,Long Statement,The length of the statement "BlockTypes.ELEMENT_74_TYPE=BlockTypeBuilder.builder(BlockElement74Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_74).build();" is 130.,4630
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement75,Long Statement,The length of the statement "BlockTypes.ELEMENT_75_TYPE=BlockTypeBuilder.builder(BlockElement75Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_75).build();" is 130.,4638
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement76,Long Statement,The length of the statement "BlockTypes.ELEMENT_76_TYPE=BlockTypeBuilder.builder(BlockElement76Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_76).build();" is 130.,4646
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement77,Long Statement,The length of the statement "BlockTypes.ELEMENT_77_TYPE=BlockTypeBuilder.builder(BlockElement77Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_77).build();" is 130.,4654
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement78,Long Statement,The length of the statement "BlockTypes.ELEMENT_78_TYPE=BlockTypeBuilder.builder(BlockElement78Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_78).build();" is 130.,4662
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement79,Long Statement,The length of the statement "BlockTypes.ELEMENT_79_TYPE=BlockTypeBuilder.builder(BlockElement79Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_79).build();" is 130.,4670
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement8,Long Statement,The length of the statement "BlockTypes.ELEMENT_8_TYPE=BlockTypeBuilder.builder(BlockElement8Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_8).build();" is 127.,4678
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement80,Long Statement,The length of the statement "BlockTypes.ELEMENT_80_TYPE=BlockTypeBuilder.builder(BlockElement80Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_80).build();" is 130.,4686
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement81,Long Statement,The length of the statement "BlockTypes.ELEMENT_81_TYPE=BlockTypeBuilder.builder(BlockElement81Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_81).build();" is 130.,4694
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement82,Long Statement,The length of the statement "BlockTypes.ELEMENT_82_TYPE=BlockTypeBuilder.builder(BlockElement82Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_82).build();" is 130.,4702
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement83,Long Statement,The length of the statement "BlockTypes.ELEMENT_83_TYPE=BlockTypeBuilder.builder(BlockElement83Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_83).build();" is 130.,4710
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement84,Long Statement,The length of the statement "BlockTypes.ELEMENT_84_TYPE=BlockTypeBuilder.builder(BlockElement84Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_84).build();" is 130.,4718
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement85,Long Statement,The length of the statement "BlockTypes.ELEMENT_85_TYPE=BlockTypeBuilder.builder(BlockElement85Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_85).build();" is 130.,4726
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement86,Long Statement,The length of the statement "BlockTypes.ELEMENT_86_TYPE=BlockTypeBuilder.builder(BlockElement86Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_86).build();" is 130.,4734
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement87,Long Statement,The length of the statement "BlockTypes.ELEMENT_87_TYPE=BlockTypeBuilder.builder(BlockElement87Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_87).build();" is 130.,4742
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement88,Long Statement,The length of the statement "BlockTypes.ELEMENT_88_TYPE=BlockTypeBuilder.builder(BlockElement88Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_88).build();" is 130.,4750
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement89,Long Statement,The length of the statement "BlockTypes.ELEMENT_89_TYPE=BlockTypeBuilder.builder(BlockElement89Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_89).build();" is 130.,4758
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement9,Long Statement,The length of the statement "BlockTypes.ELEMENT_9_TYPE=BlockTypeBuilder.builder(BlockElement9Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_9).build();" is 127.,4766
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement90,Long Statement,The length of the statement "BlockTypes.ELEMENT_90_TYPE=BlockTypeBuilder.builder(BlockElement90Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_90).build();" is 130.,4774
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement91,Long Statement,The length of the statement "BlockTypes.ELEMENT_91_TYPE=BlockTypeBuilder.builder(BlockElement91Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_91).build();" is 130.,4782
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement92,Long Statement,The length of the statement "BlockTypes.ELEMENT_92_TYPE=BlockTypeBuilder.builder(BlockElement92Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_92).build();" is 130.,4790
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement93,Long Statement,The length of the statement "BlockTypes.ELEMENT_93_TYPE=BlockTypeBuilder.builder(BlockElement93Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_93).build();" is 130.,4798
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement94,Long Statement,The length of the statement "BlockTypes.ELEMENT_94_TYPE=BlockTypeBuilder.builder(BlockElement94Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_94).build();" is 130.,4806
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement95,Long Statement,The length of the statement "BlockTypes.ELEMENT_95_TYPE=BlockTypeBuilder.builder(BlockElement95Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_95).build();" is 130.,4814
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement96,Long Statement,The length of the statement "BlockTypes.ELEMENT_96_TYPE=BlockTypeBuilder.builder(BlockElement96Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_96).build();" is 130.,4822
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement97,Long Statement,The length of the statement "BlockTypes.ELEMENT_97_TYPE=BlockTypeBuilder.builder(BlockElement97Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_97).build();" is 130.,4830
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement98,Long Statement,The length of the statement "BlockTypes.ELEMENT_98_TYPE=BlockTypeBuilder.builder(BlockElement98Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_98).build();" is 130.,4838
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initElement99,Long Statement,The length of the statement "BlockTypes.ELEMENT_99_TYPE=BlockTypeBuilder.builder(BlockElement99Behavior.class).vanillaBlock(VanillaBlockId.ELEMENT_99).build();" is 130.,4846
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEmeraldBlock,Long Statement,The length of the statement "BlockTypes.EMERALD_BLOCK_TYPE=BlockTypeBuilder.builder(BlockEmeraldBlockBehavior.class).vanillaBlock(VanillaBlockId.EMERALD_BLOCK).build();" is 139.,4854
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEmeraldOre,Long Statement,The length of the statement "BlockTypes.EMERALD_ORE_TYPE=BlockTypeBuilder.builder(BlockEmeraldOreBehavior.class).vanillaBlock(VanillaBlockId.EMERALD_ORE).build();" is 133.,4862
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEnchantingTable,Long Statement,The length of the statement "BlockTypes.ENCHANTING_TABLE_TYPE=BlockTypeBuilder.builder(BlockEnchantingTableBehavior.class).vanillaBlock(VanillaBlockId.ENCHANTING_TABLE).build();" is 148.,4870
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndBrickStairs,Long Statement,The length of the statement "BlockTypes.END_BRICK_STAIRS_TYPE=BlockTypeBuilder.builder(BlockEndBrickStairsBehavior.class).vanillaBlock(VanillaBlockId.END_BRICK_STAIRS).setProperties(VanillaBlockPropertyTypes.UPSIDE_DOWN_BIT`VanillaBlockPropertyTypes.WEIRDO_DIRECTION).build();" is 247.,4878
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndBricks,Long Statement,The length of the statement "BlockTypes.END_BRICKS_TYPE=BlockTypeBuilder.builder(BlockEndBricksBehavior.class).vanillaBlock(VanillaBlockId.END_BRICKS).build();" is 130.,4887
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndGateway,Long Statement,The length of the statement "BlockTypes.END_GATEWAY_TYPE=BlockTypeBuilder.builder(BlockEndGatewayBehavior.class).vanillaBlock(VanillaBlockId.END_GATEWAY).build();" is 133.,4895
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndPortal,Long Statement,The length of the statement "BlockTypes.END_PORTAL_TYPE=BlockTypeBuilder.builder(BlockEndPortalBehavior.class).vanillaBlock(VanillaBlockId.END_PORTAL).build();" is 130.,4903
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndPortalFrame,Long Statement,The length of the statement "BlockTypes.END_PORTAL_FRAME_TYPE=BlockTypeBuilder.builder(BlockEndPortalFrameBehavior.class).vanillaBlock(VanillaBlockId.END_PORTAL_FRAME).setProperties(VanillaBlockPropertyTypes.END_PORTAL_EYE_BIT`VanillaBlockPropertyTypes.MINECRAFT_CARDINAL_DIRECTION).build();" is 262.,4911
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndRod,Long Statement,The length of the statement "BlockTypes.END_ROD_TYPE=BlockTypeBuilder.builder(BlockEndRodBehavior.class).vanillaBlock(VanillaBlockId.END_ROD).setProperties(VanillaBlockPropertyTypes.FACING_DIRECTION).build();" is 179.,4920
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEndStone,Long Statement,The length of the statement "BlockTypes.END_STONE_TYPE=BlockTypeBuilder.builder(BlockEndStoneBehavior.class).vanillaBlock(VanillaBlockId.END_STONE).build();" is 127.,4929
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initEnderChest,Long Statement,The length of the statement "BlockTypes.ENDER_CHEST_TYPE=BlockTypeBuilder.builder(BlockEnderChestBehavior.class).vanillaBlock(VanillaBlockId.ENDER_CHEST).setProperties(VanillaBlockPropertyTypes.MINECRAFT_CARDINAL_DIRECTION).build();" is 203.,4937
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedChiseledCopper,Long Statement,The length of the statement "BlockTypes.EXPOSED_CHISELED_COPPER_TYPE=BlockTypeBuilder.builder(BlockExposedChiseledCopperBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_CHISELED_COPPER).build();" is 168.,4946
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCopper,Long Statement,The length of the statement "BlockTypes.EXPOSED_COPPER_TYPE=BlockTypeBuilder.builder(BlockExposedCopperBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_COPPER).build();" is 142.,4954
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCopperBulb,Long Statement,The length of the statement "BlockTypes.EXPOSED_COPPER_BULB_TYPE=BlockTypeBuilder.builder(BlockExposedCopperBulbBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_COPPER_BULB).setProperties(VanillaBlockPropertyTypes.LIT`VanillaBlockPropertyTypes.POWERED_BIT).build();" is 239.,4962
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCopperDoor,Long Statement,The length of the statement "BlockTypes.EXPOSED_COPPER_DOOR_TYPE=BlockTypeBuilder.builder(BlockExposedCopperDoorBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_COPPER_DOOR).setProperties(VanillaBlockPropertyTypes.DIRECTION`VanillaBlockPropertyTypes.DOOR_HINGE_BIT`VanillaBlockPropertyTypes.OPEN_BIT`VanillaBlockPropertyTypes.UPPER_BLOCK_BIT).build();" is 325.,4971
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCopperGrate,Long Statement,The length of the statement "BlockTypes.EXPOSED_COPPER_GRATE_TYPE=BlockTypeBuilder.builder(BlockExposedCopperGrateBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_COPPER_GRATE).build();" is 159.,4980
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCopperTrapdoor,Long Statement,The length of the statement "BlockTypes.EXPOSED_COPPER_TRAPDOOR_TYPE=BlockTypeBuilder.builder(BlockExposedCopperTrapdoorBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_COPPER_TRAPDOOR).setProperties(VanillaBlockPropertyTypes.DIRECTION`VanillaBlockPropertyTypes.OPEN_BIT`VanillaBlockPropertyTypes.UPSIDE_DOWN_BIT).build();" is 296.,4988
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCutCopper,Long Statement,The length of the statement "BlockTypes.EXPOSED_CUT_COPPER_TYPE=BlockTypeBuilder.builder(BlockExposedCutCopperBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_CUT_COPPER).build();" is 153.,4997
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCutCopperSlab,Long Statement,The length of the statement "BlockTypes.EXPOSED_CUT_COPPER_SLAB_TYPE=BlockTypeBuilder.builder(BlockExposedCutCopperSlabBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_CUT_COPPER_SLAB).setProperties(VanillaBlockPropertyTypes.MINECRAFT_VERTICAL_HALF).build();" is 232.,5005
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedCutCopperStairs,Long Statement,The length of the statement "BlockTypes.EXPOSED_CUT_COPPER_STAIRS_TYPE=BlockTypeBuilder.builder(BlockExposedCutCopperStairsBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_CUT_COPPER_STAIRS).setProperties(VanillaBlockPropertyTypes.UPSIDE_DOWN_BIT`VanillaBlockPropertyTypes.WEIRDO_DIRECTION).build();" is 273.,5014
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initExposedDoubleCutCopperSlab,Long Statement,The length of the statement "BlockTypes.EXPOSED_DOUBLE_CUT_COPPER_SLAB_TYPE=BlockTypeBuilder.builder(BlockExposedDoubleCutCopperSlabBehavior.class).vanillaBlock(VanillaBlockId.EXPOSED_DOUBLE_CUT_COPPER_SLAB).setProperties(VanillaBlockPropertyTypes.MINECRAFT_VERTICAL_HALF).build();" is 252.,5023
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFarmland,Long Statement,The length of the statement "BlockTypes.FARMLAND_TYPE=BlockTypeBuilder.builder(BlockFarmlandBehavior.class).vanillaBlock(VanillaBlockId.FARMLAND).setProperties(VanillaBlockPropertyTypes.MOISTURIZED_AMOUNT).build();" is 185.,5032
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFenceGate,Long Statement,The length of the statement "BlockTypes.FENCE_GATE_TYPE=BlockTypeBuilder.builder(BlockFenceGateBehavior.class).vanillaBlock(VanillaBlockId.FENCE_GATE).setProperties(VanillaBlockPropertyTypes.DIRECTION`VanillaBlockPropertyTypes.IN_WALL_BIT`VanillaBlockPropertyTypes.OPEN_BIT).build();" is 254.,5041
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFire,Long Statement,The length of the statement "BlockTypes.FIRE_TYPE=BlockTypeBuilder.builder(BlockFireBehavior.class).vanillaBlock(VanillaBlockId.FIRE).setProperties(VanillaBlockPropertyTypes.AGE_16).build();" is 161.,5058
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFireCoral,Long Statement,The length of the statement "BlockTypes.FIRE_CORAL_TYPE=BlockTypeBuilder.builder(BlockFireCoralBehavior.class).vanillaBlock(VanillaBlockId.FIRE_CORAL).build();" is 130.,5067
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFireCoralBlock,Long Statement,The length of the statement "BlockTypes.FIRE_CORAL_BLOCK_TYPE=BlockTypeBuilder.builder(BlockFireCoralBlockBehavior.class).vanillaBlock(VanillaBlockId.FIRE_CORAL_BLOCK).build();" is 147.,5075
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFireCoralFan,Long Statement,The length of the statement "BlockTypes.FIRE_CORAL_FAN_TYPE=BlockTypeBuilder.builder(BlockFireCoralFanBehavior.class).vanillaBlock(VanillaBlockId.FIRE_CORAL_FAN).setProperties(VanillaBlockPropertyTypes.CORAL_FAN_DIRECTION).build();" is 202.,5083
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFletchingTable,Long Statement,The length of the statement "BlockTypes.FLETCHING_TABLE_TYPE=BlockTypeBuilder.builder(BlockFletchingTableBehavior.class).vanillaBlock(VanillaBlockId.FLETCHING_TABLE).build();" is 145.,5092
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFlowerPot,Long Statement,The length of the statement "BlockTypes.FLOWER_POT_TYPE=BlockTypeBuilder.builder(BlockFlowerPotBehavior.class).vanillaBlock(VanillaBlockId.FLOWER_POT).setProperties(VanillaBlockPropertyTypes.UPDATE_BIT).build();" is 182.,5100
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFloweringAzalea,Long Statement,The length of the statement "BlockTypes.FLOWERING_AZALEA_TYPE=BlockTypeBuilder.builder(BlockFloweringAzaleaBehavior.class).vanillaBlock(VanillaBlockId.FLOWERING_AZALEA).build();" is 148.,5109
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFlowingLava,Long Statement,The length of the statement "BlockTypes.FLOWING_LAVA_TYPE=BlockTypeBuilder.builder(BlockFlowingLavaBehavior.class).vanillaBlock(VanillaBlockId.FLOWING_LAVA).setProperties(VanillaBlockPropertyTypes.LIQUID_DEPTH).build();" is 190.,5117
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFlowingWater,Long Statement,The length of the statement "BlockTypes.FLOWING_WATER_TYPE=BlockTypeBuilder.builder(BlockFlowingWaterBehavior.class).vanillaBlock(VanillaBlockId.FLOWING_WATER).setProperties(VanillaBlockPropertyTypes.LIQUID_DEPTH).build();" is 193.,5126
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFrame,Long Statement,The length of the statement "BlockTypes.FRAME_TYPE=BlockTypeBuilder.builder(BlockFrameBehavior.class).vanillaBlock(VanillaBlockId.FRAME).setProperties(VanillaBlockPropertyTypes.FACING_DIRECTION`VanillaBlockPropertyTypes.ITEM_FRAME_MAP_BIT`VanillaBlockPropertyTypes.ITEM_FRAME_PHOTO_BIT).build();" is 266.,5135
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFrogSpawn,Long Statement,The length of the statement "BlockTypes.FROG_SPAWN_TYPE=BlockTypeBuilder.builder(BlockFrogSpawnBehavior.class).vanillaBlock(VanillaBlockId.FROG_SPAWN).build();" is 130.,5144
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFrostedIce,Long Statement,The length of the statement "BlockTypes.FROSTED_ICE_TYPE=BlockTypeBuilder.builder(BlockFrostedIceBehavior.class).vanillaBlock(VanillaBlockId.FROSTED_ICE).setProperties(VanillaBlockPropertyTypes.AGE_4).build();" is 180.,5152
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initFurnace,Long Statement,The length of the statement "BlockTypes.FURNACE_TYPE=BlockTypeBuilder.builder(BlockFurnaceBehavior.class).vanillaBlock(VanillaBlockId.FURNACE).setProperties(VanillaBlockPropertyTypes.MINECRAFT_CARDINAL_DIRECTION).build();" is 192.,5161
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initGildedBlackstone,Long Statement,The length of the statement "BlockTypes.GILDED_BLACKSTONE_TYPE=BlockTypeBuilder.builder(BlockGildedBlackstoneBehavior.class).vanillaBlock(VanillaBlockId.GILDED_BLACKSTONE).build();" is 151.,5170
Allay,org.allaymc.server.block.type,BlockTypeDefaultInitializer,initGlassPane,Long Statement,The length of the statement "BlockTypes.GLASS_PANE_TYPE=BlockTypeBuilder.builder(BlockGlassPaneBehavior.class).vanillaBlock(VanillaBlockId.GLASS_PANE).build();" is 130.,5186
