Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
Allay,org.allaymc.api.entity.effect.type,EffectRaidOmenType,EffectRaidOmenType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectRegenerationType,EffectRegenerationType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectResistanceType,EffectResistanceType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSaturationType,EffectSaturationType,3,1,0,19,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSaturationType,onTick,6,2,2,23,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSlowFallingType,EffectSlowFallingType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSlownessType,EffectSlownessType,3,1,0,19,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSlownessType,onAdd,7,3,2,23,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSlownessType,onRemove,7,3,2,32,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSpeedType,EffectSpeedType,3,1,0,19,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSpeedType,onAdd,6,2,2,23,0,,
Allay,org.allaymc.api.entity.effect.type,EffectSpeedType,onRemove,6,2,2,31,0,,
Allay,org.allaymc.api.entity.effect.type,EffectStrengthType,EffectStrengthType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectTrialOmenType,EffectTrialOmenType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectVillageHeroType,EffectVillageHeroType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectWaterBreathingType,EffectWaterBreathingType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectWeaknessType,EffectWeaknessType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectWeavingType,EffectWeavingType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectWindChargedType,EffectWindChargedType,3,1,0,16,0,,
Allay,org.allaymc.api.entity.effect.type,EffectWitherType,EffectWitherType,3,1,0,16,0,,
Allay,org.allaymc.api.entity,Entity,copyOffsetAABBTo,6,1,1,18,0,,
Allay,org.allaymc.api.entity,Entity,getLongId,3,1,0,26,0,,
Allay,org.allaymc.api.entity,EntityHelper,fromNBT,9,2,2,19,0,,
Allay,org.allaymc.api.entity.init,EntityInitInfo,dimension,0,1,0,15,0,,
Allay,org.allaymc.api.entity.init,EntityInitInfo,nbt,0,1,0,17,0,,
Allay,org.allaymc.api.entity.init,EntityInitInfo,getEntityType,0,1,0,19,0,,
Allay,org.allaymc.api.entity.init,EntityInitInfo,setEntityType,0,1,1,21,0,,
Allay,org.allaymc.api.entity.init,SimpleEntityInitInfo,SimpleEntityInitInfo,4,1,2,25,0,,
Allay,org.allaymc.api.entity.init,SimpleEntityInitInfo,builder,3,1,0,30,0,,
Allay,org.allaymc.api.entity.init,SimpleEntityInitInfo,dimension,3,1,0,34,0,,
Allay,org.allaymc.api.entity.init,SimpleEntityInitInfo,nbt,3,1,0,39,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,getReachableContainer,5,2,1,31,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,getReachableContainerBySlotType,5,2,1,37,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,tryDropItemInHand,3,1,1,43,0,org.allaymc.api.entity.interfaces.EntityPlayer,org.allaymc.api.entity.interfaces.EntityPlayer
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,tryDropItem,9,4,3,47,0,org.allaymc.api.entity.interfaces.EntityPlayer,org.allaymc.api.entity.interfaces.EntityPlayer
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,forceDropItem,18,3,3,59,0,org.allaymc.api.entity.interfaces.EntityPlayer,org.allaymc.api.entity.interfaces.EntityPlayer
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,dropItemInPlayerPos,5,1,1,79,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,getItemInHand,3,1,0,90,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,setItemInHand,3,1,1,94,0,,
Allay,org.allaymc.api.entity.interfaces,EntityPlayer,sendItemInHandUpdate,6,2,0,98,0,,
Allay,org.allaymc.api.entity.metadata,Metadata,set,7,2,2,20,0,,
Allay,org.allaymc.api.entity.metadata,Metadata,get,3,1,1,28,0,,
Allay,org.allaymc.api.entity.metadata,Metadata,set,7,2,2,32,0,,
Allay,org.allaymc.api.entity.metadata,Metadata,get,3,1,1,40,0,,
Allay,org.allaymc.api.entity.registry,EntityTypeRegistry,getRegistry,3,1,0,19,0,,
Allay,org.allaymc.api.entity.registry,EntityTypeRegistry,getAvailableEntityIdentifierTag,0,1,0,23,0,,
Allay,org.allaymc.api.entity.type,EntityType,getComponentProviders,0,1,0,17,0,,
Allay,org.allaymc.api.entity.type,EntityType,createEntity,0,1,1,19,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,builder,3,1,1,26,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,identifier,0,1,1,30,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,identifier,0,1,1,32,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,vanillaEntity,0,1,1,34,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,setComponents,3,1,1,36,0,org.allaymc.api.entity.type.EntityTypeBuilder,org.allaymc.api.entity.type.EntityTypeBuilder
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,setComponents,0,1,1,40,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,addComponents,3,1,1,43,0,org.allaymc.api.entity.type.EntityTypeBuilder,org.allaymc.api.entity.type.EntityTypeBuilder
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,addComponents,0,1,1,47,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,addComponent,0,1,2,49,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,addComponent,3,1,2,51,0,org.allaymc.api.entity.type.EntityTypeBuilder,org.allaymc.api.entity.type.EntityTypeBuilder
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,addComponent,0,1,1,55,0,,
Allay,org.allaymc.api.entity.type,EntityTypeBuilder,build,0,1,0,57,0,,
Allay,org.allaymc.api.eventbus.event,CancellableEvent,isCancelled,0,1,0,10,0,,
Allay,org.allaymc.api.eventbus.event,CancellableEvent,setCancelled,0,1,1,12,0,,
Allay,org.allaymc.api.eventbus.event,CancellableEvent,setCancelled,3,1,0,14,0,org.allaymc.api.eventbus.event.CancellableEvent,org.allaymc.api.eventbus.event.CancellableEvent
Allay,org.allaymc.api.eventbus.event,Event,setCancelled,6,2,1,15,0,,
Allay,org.allaymc.api.eventbus.event.server.player,PlayerInitializedEvent,PlayerInitializedEvent,3,1,1,13,0,,
Allay,org.allaymc.api.eventbus.event.server.player,PlayerLoggedInEvent,PlayerLoggedInEvent,3,1,1,13,0,,
Allay,org.allaymc.api.eventbus.event.server.player,PlayerQuitEvent,PlayerQuitEvent,4,1,2,16,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntityDespawnEvent,EntityDespawnEvent,3,1,1,12,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntityDieEvent,EntityDieEvent,3,1,1,12,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntityFallEvent,EntityFallEvent,4,1,2,15,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntitySpawnEvent,EntitySpawnEvent,3,1,1,13,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntityTeleportEvent,EntityTeleportEvent,5,1,3,22,0,,
Allay,org.allaymc.api.eventbus.event.world.entity,EntityTeleportEvent,isTeleportBetweenWorlds,3,1,0,28,0,,
Allay,org.allaymc.api.eventbus.event.world.player,PlayerThrowItemEvent,PlayerThrowItemEvent,4,1,2,18,0,,
Allay,org.allaymc.api.eventbus,EventBus,create,3,1,0,15,0,,
Allay,org.allaymc.api.eventbus,EventBus,registerListener,0,1,1,19,0,,
Allay,org.allaymc.api.eventbus,EventBus,unregisterListener,0,1,1,21,0,,
Allay,org.allaymc.api.eventbus,EventBus,callEvent,0,1,1,23,0,,
Allay,org.allaymc.api.eventbus,EventException,EventException,3,1,1,9,0,,
Allay,org.allaymc.api.eventbus,EventException,EventException,3,1,2,13,0,,
Allay,org.allaymc.api.eventbus,EventException,EventException,3,1,1,17,0,,
Allay,org.allaymc.api.eventbus,EventException,EventException,3,1,4,21,0,,
Allay,org.allaymc.api.form.element,Button,Button,3,1,1,23,0,,
Allay,org.allaymc.api.form.element,Button,Button,4,1,2,27,0,,
Allay,org.allaymc.api.form.element,Button,onClick,4,1,1,32,0,,
Allay,org.allaymc.api.form.element,Button,ignore,3,1,0,37,0,,
Allay,org.allaymc.api.form.element,CustomFormElement,syncDefaultValueToResponse,0,1,1,11,0,,
Allay,org.allaymc.api.form.element,Dropdown,Dropdown,5,1,3,26,0,,
Allay,org.allaymc.api.form.element,Dropdown,syncDefaultValueToResponse,3,1,1,32,0,,
Allay,org.allaymc.api.form.element,ImageData,ImageData,7,2,2,22,0,,
Allay,org.allaymc.api.form.element,Input,Input,5,1,3,24,0,,
Allay,org.allaymc.api.form.element,Input,syncDefaultValueToResponse,3,1,1,30,0,,
Allay,org.allaymc.api.form.element,Label,Label,3,1,1,18,0,,
Allay,org.allaymc.api.form.element,Label,syncDefaultValueToResponse,2,1,1,22,0,,
Allay,org.allaymc.api.form.element,Slider,Slider,7,1,5,28,0,,
Allay,org.allaymc.api.form.element,Slider,syncDefaultValueToResponse,3,1,1,36,0,,
Allay,org.allaymc.api.form.element,StepSlider,StepSlider,5,1,3,26,0,,
Allay,org.allaymc.api.form.element,StepSlider,syncDefaultValueToResponse,3,1,1,32,0,,
Allay,org.allaymc.api.form.element,Toggle,Toggle,4,1,2,22,0,,
Allay,org.allaymc.api.form.element,Toggle,syncDefaultValueToResponse,3,1,1,27,0,,
Allay,org.allaymc.api.form,FormException,FormException,3,1,1,9,0,,
Allay,org.allaymc.api.form,FormException,FormException,3,1,2,13,0,,
Allay,org.allaymc.api.form,FormException,FormException,3,1,1,17,0,,
Allay,org.allaymc.api.form,FormException,FormException,3,1,4,21,0,,
Allay,org.allaymc.api.form,Forms,simple,3,1,0,13,0,,
Allay,org.allaymc.api.form,Forms,modal,3,1,0,17,0,,
Allay,org.allaymc.api.form,Forms,custom,3,1,0,21,0,,
Allay,org.allaymc.api.form.type,CustomForm,title,4,1,1,29,0,,
Allay,org.allaymc.api.form.type,CustomForm,icon,4,1,1,34,0,,
Allay,org.allaymc.api.form.type,CustomForm,icon,3,1,2,39,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,pathIcon,3,1,1,43,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,urlIcon,3,1,1,47,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,element,4,1,1,51,0,,
Allay,org.allaymc.api.form.type,CustomForm,dropdown,3,1,1,56,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,dropdown,3,1,2,60,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,dropdown,3,1,2,64,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,dropdown,3,1,3,68,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,input,3,1,1,72,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,input,3,1,2,76,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,input,3,1,3,80,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,label,3,1,1,84,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,slider,3,1,3,88,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,slider,3,1,4,92,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,slider,3,1,5,96,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,stepSlider,3,1,1,100,0,,
Allay,org.allaymc.api.form.type,CustomForm,stepSlider,3,1,2,104,0,,
Allay,org.allaymc.api.form.type,CustomForm,stepSlider,3,1,2,108,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,stepSlider,3,1,3,112,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,toggle,3,1,1,116,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,toggle,3,1,2,120,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,onResponse,4,1,1,124,0,,
Allay,org.allaymc.api.form.type,CustomForm,handleResponse,11,2,1,129,0,,
Allay,org.allaymc.api.form.type,CustomForm,syncDefaultValueToResponse,10,3,0,141,0,org.allaymc.api.form.type.CustomForm,org.allaymc.api.form.type.CustomForm
Allay,org.allaymc.api.form.type,CustomForm,getResponse,3,1,0,152,0,,
Allay,org.allaymc.api.form.type,Form,sendTo,3,1,1,20,0,,
Allay,org.allaymc.api.form.type,Form,handleResponse,0,1,1,24,0,,
Allay,org.allaymc.api.form.type,Form,onClose,4,1,1,26,0,,
Allay,org.allaymc.api.form.type,Form,toJson,3,1,0,31,0,,
Allay,org.allaymc.api.form.type,ModalForm,title,4,1,1,28,0,,
Allay,org.allaymc.api.form.type,ModalForm,content,4,1,1,33,0,,
Allay,org.allaymc.api.form.type,ModalForm,trueButton,4,1,1,38,0,,
Allay,org.allaymc.api.form.type,ModalForm,falseButton,4,1,1,43,0,,
Allay,org.allaymc.api.form.type,ModalForm,onTrue,4,1,1,48,0,,
Allay,org.allaymc.api.form.type,ModalForm,onFalse,4,1,1,53,0,,
Allay,org.allaymc.api.form.type,ModalForm,onResponse,4,1,1,58,0,,
Allay,org.allaymc.api.form.type,ModalForm,handleResponse,10,3,1,63,0,,
Allay,org.allaymc.api.form.type,ModalForm,onClose,3,1,1,75,0,,
Allay,org.allaymc.api.form.type,ModalForm,getResponse,3,1,0,80,0,,
Allay,org.allaymc.api.form.type,SimpleForm,title,4,1,1,28,0,,
Allay,org.allaymc.api.form.type,SimpleForm,content,4,1,1,33,0,,
Allay,org.allaymc.api.form.type,SimpleForm,button,5,1,1,38,0,,
Allay,org.allaymc.api.form.type,SimpleForm,button,3,1,1,44,0,org.allaymc.api.form.type.SimpleForm,org.allaymc.api.form.type.SimpleForm
Allay,org.allaymc.api.form.type,SimpleForm,button,3,1,3,48,0,org.allaymc.api.form.type.SimpleForm,org.allaymc.api.form.type.SimpleForm
Allay,org.allaymc.api.form.type,SimpleForm,buttonWithPathImage,3,1,2,52,0,org.allaymc.api.form.type.SimpleForm,org.allaymc.api.form.type.SimpleForm
Allay,org.allaymc.api.form.type,SimpleForm,buttonWithUrlImage,3,1,2,56,0,org.allaymc.api.form.type.SimpleForm,org.allaymc.api.form.type.SimpleForm
Allay,org.allaymc.api.form.type,SimpleForm,onResponse,4,1,1,60,0,,
Allay,org.allaymc.api.form.type,SimpleForm,handleResponse,23,3,1,65,0,,
Allay,org.allaymc.api.form.type,SimpleForm,getResponse,3,1,0,89,0,,
Allay,org.allaymc.api.i18n,I18n,get,3,1,0,19,0,,
Allay,org.allaymc.api.i18n,I18n,isValidKeyCharacter,3,1,1,23,0,,
Allay,org.allaymc.api.i18n,I18n,tr,0,1,3,27,0,,
Allay,org.allaymc.api.i18n,I18n,tr,3,1,3,29,0,,
Allay,org.allaymc.api.i18n,I18n,tr,3,1,2,33,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,tr,3,1,2,37,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,tr,0,1,2,41,0,,
Allay,org.allaymc.api.i18n,I18n,tr,3,1,1,43,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,getDefaultLangCode,0,1,0,47,0,,
Allay,org.allaymc.api.i18n,I18n,setDefaultLangCode,0,1,1,49,0,,
Allay,org.allaymc.api.i18n,I18n,findI18nKey,0,1,1,51,0,,
Allay,org.allaymc.api.i18n,I18n,toClientFriendlyStyle,3,1,1,53,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,toClientFriendlyStyle,3,1,2,57,0,,
Allay,org.allaymc.api.i18n,I18n,toClientFriendlyStyle,3,1,2,61,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,toClientFriendlyStyle,3,1,3,65,0,,
Allay,org.allaymc.api.i18n,I18n,toClientFriendlyStyle0,17,3,3,69,0,org.allaymc.api.i18n.I18n,org.allaymc.api.i18n.I18n
Allay,org.allaymc.api.i18n,I18n,KeyInfo,2,1,5,87,0,,
Allay,org.allaymc.api.i18n,I18nLoader,getLangMap,0,1,1,11,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendText,0,1,1,12,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendTr,0,1,3,14,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendTr,3,1,2,16,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendTr,3,1,2,20,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendTr,3,1,1,24,0,,
Allay,org.allaymc.api.i18n,TextReceiver,sendCommandOutputs,0,1,3,28,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getItemType,0,1,0,34,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getCount,0,1,0,36,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setCount,0,1,1,38,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getMeta,0,1,0,40,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setMeta,0,1,1,42,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getDurability,0,1,0,44,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setDurability,0,1,1,46,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,isBroken,0,1,0,48,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,increaseDurability,3,1,1,50,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,willDamageItem,0,1,0,54,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getCustomName,0,1,0,56,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setCustomName,0,1,1,58,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getLore,0,1,0,60,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setLore,0,1,1,62,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,toBlockState,0,1,0,64,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,toNetworkItemData,0,1,0,66,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,hasStackNetworkId,3,1,0,68,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getStackNetworkId,0,1,0,72,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setStackNetworkId,0,1,1,74,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,assignNewStackNetworkId,0,1,0,76,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,clearStackNetworkId,3,1,0,78,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,copy,3,1,0,82,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,copy,0,1,1,86,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,saveExtraTag,0,1,0,88,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getCustomNBTContent,0,1,0,90,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,setCustomNBTContent,0,1,1,92,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,loadExtraTag,0,1,1,94,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,rightClickItemOn,2,1,3,96,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,useItemOnBlock,3,1,3,105,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,placeBlock,3,1,3,120,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,clickItemInAir,2,1,1,130,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,canUseItemInAir,0,1,1,137,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,useItemInAir,0,1,2,146,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,releaseUsingItem,2,1,2,156,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,canMerge,3,1,1,161,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,canMerge,0,1,2,165,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,saveNBT,12,3,0,167,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,calculateAttackDamage,0,1,0,188,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,hasEnchantment,0,1,1,190,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getEnchantmentLevel,0,1,1,192,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getEnchantments,0,1,0,194,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,addEnchantment,0,1,2,196,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,removeEnchantment,0,1,1,198,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,removeAllEnchantments,0,1,0,200,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,onBreakBlock,0,1,2,202,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,onAttackEntity,0,1,2,210,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getBreakTimeBonus,24,13,1,218,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,isCorrectToolFor,0,1,1,251,0,,
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,canInstantBreak,8,3,1,262,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,checkEnchantmentCompatibility,3,1,1,273,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemBaseComponent,getIncompatibleEnchantmentType,3,1,1,277,0,org.allaymc.api.item.component.common.ItemBaseComponent,org.allaymc.api.item.component.common.ItemBaseComponent
Allay,org.allaymc.api.item.component.common,ItemData,fromJson,3,1,1,34,0,,
Allay,org.allaymc.api.item.component.common,ItemDataComponent,getItemData,0,1,0,11,0,,
Allay,org.allaymc.api.item.component.common,ItemItemStorableComponent,getStoredItems,0,1,0,15,0,,
Allay,org.allaymc.api.item.component.common,ItemItemStorableComponent,setStoredItems,0,1,1,18,0,,
Allay,org.allaymc.api.item.component.food,ItemFoodComponent,onEaten,0,1,1,12,0,,
Allay,org.allaymc.api.item.component.food,ItemFoodComponent,getFoodPoints,0,1,0,14,0,,
Allay,org.allaymc.api.item.component.food,ItemFoodComponent,getSaturationPoints,0,1,0,16,0,,
Allay,org.allaymc.api.item.descriptor,ComplexAliasDescriptor,ComplexAliasDescriptor,3,1,2,13,0,,
Allay,org.allaymc.api.item.descriptor,ComplexAliasDescriptor,ComplexAliasDescriptor,3,1,1,17,0,,
Allay,org.allaymc.api.item.descriptor,DefaultDescriptor,DefaultDescriptor,3,1,1,22,0,,
Allay,org.allaymc.api.item.descriptor,DefaultDescriptor,match,3,1,1,26,0,,
Allay,org.allaymc.api.item.descriptor,DefaultDescriptor,toNetwork,3,1,0,32,0,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptor,match,0,1,1,11,0,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptor,toNetwork,0,1,0,13,0,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptorWithCount,match,3,1,1,18,0,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptorWithCount,toNetwork,3,1,0,22,0,,
Allay,org.allaymc.api.item.descriptor,ItemTagDescriptor,match,3,1,1,18,0,,
Allay,org.allaymc.api.item.descriptor,ItemTagDescriptor,toNetwork,3,1,0,23,0,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptorTest,testItemTagDescriptor,5,1,0,22,1,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptorTest,testDefaultDescriptor,5,1,0,31,1,,
Allay,org.allaymc.api.item.descriptor,ItemDescriptorTest,testItemDescriptorWithCount,5,1,0,40,1,,
Allay,org.allaymc.api.item.enchantment,AbstractEnchantmentType,AbstractEnchantmentType,7,1,4,27,0,,
Allay,org.allaymc.api.item.enchantment,AbstractEnchantmentType,createInstance,3,1,1,41,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentHelper,fromNBT,9,2,1,15,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentInstance,getType,0,1,0,12,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentInstance,getLevel,0,1,0,14,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentInstance,setLevel,3,1,1,16,0,org.allaymc.api.item.enchantment.EnchantmentInstance,org.allaymc.api.item.enchantment.EnchantmentInstance
Allay,org.allaymc.api.item.enchantment,EnchantmentInstance,saveNBT,3,1,0,20,0,org.allaymc.api.item.enchantment.EnchantmentInstance,org.allaymc.api.item.enchantment.EnchantmentInstance
Allay,org.allaymc.api.item.enchantment,EnchantmentRegistry,getRegistry,3,1,0,15,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentType,getIdentifier,0,1,0,12,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentType,getId,0,1,0,14,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentType,getMaxLevel,0,1,0,16,0,,
Allay,org.allaymc.api.item.enchantment,EnchantmentType,getRarity,0,1,0,18,0,,
